fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.10,0.30,0.47,1.40,0.05,50.00,187.00,0.99,3.19,0.45,9.50,5.00
6.20,0.32,0.50,6.50,0.05,61.00,186.00,0.99,3.19,0.45,9.60,5.00
6.10,0.30,0.47,1.40,0.05,50.00,187.00,0.99,3.19,0.45,9.50,5.00
6.30,0.34,0.52,6.30,0.05,63.00,186.00,0.99,3.18,0.44,9.60,5.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
7.20,0.26,0.38,1.50,0.06,12.00,120.00,0.99,3.18,0.46,10.40,5.00
7.00,0.31,0.35,1.60,0.06,13.00,119.00,0.99,3.22,0.50,10.70,5.00
6.60,0.22,0.35,1.40,0.05,23.00,83.00,0.99,3.17,0.48,12.00,7.00
5.80,0.23,0.31,3.50,0.04,35.00,158.00,0.99,3.19,0.37,12.10,7.00
6.30,0.17,0.32,1.00,0.04,39.00,118.00,0.99,3.31,0.40,13.10,8.00
6.00,0.19,0.26,1.40,0.04,30.00,104.00,0.99,3.32,0.41,12.40,6.00
6.70,0.21,0.34,1.50,0.04,45.00,123.00,0.99,3.24,0.36,12.60,7.00
7.40,0.16,0.30,13.70,0.06,33.00,168.00,1.00,2.90,0.44,8.70,7.00
6.60,0.22,0.37,1.60,0.04,31.00,101.00,0.99,3.15,0.66,12.00,5.00
6.80,0.34,0.27,5.20,0.06,14.00,169.00,0.99,3.27,0.57,11.60,6.00
7.10,0.34,0.86,1.40,0.17,36.00,99.00,0.99,2.92,0.50,9.30,5.00
6.30,0.24,0.22,11.90,0.05,65.00,179.00,1.00,3.06,0.58,9.30,6.00
6.90,0.35,0.39,2.40,0.05,25.00,157.00,0.99,3.20,0.54,11.10,7.00
6.80,0.24,0.33,3.20,0.05,68.00,161.00,0.99,3.10,0.69,10.20,6.00
6.40,0.25,0.33,1.70,0.04,35.00,113.00,0.99,3.23,0.66,10.60,6.00
5.80,0.19,0.33,4.20,0.04,49.00,133.00,0.99,3.16,0.42,11.30,7.00
6.90,0.24,0.40,15.40,0.05,81.00,198.00,1.00,3.20,0.69,9.40,5.00
6.50,0.31,0.61,13.00,0.05,31.00,123.00,1.00,3.09,0.50,9.30,6.00
6.60,0.25,0.32,5.60,0.04,15.00,68.00,0.99,2.96,0.52,11.10,6.00
7.50,0.38,0.56,9.70,0.06,15.00,170.00,1.00,3.13,0.65,9.90,6.00
6.20,0.30,0.30,2.50,0.04,29.00,82.00,0.99,3.31,0.61,11.80,7.00
6.40,0.33,0.28,4.00,0.04,24.00,81.00,0.99,3.26,0.64,12.60,7.00
6.90,0.24,0.40,15.40,0.05,81.00,198.00,1.00,3.20,0.69,9.40,5.00
7.60,0.27,0.32,1.20,0.04,23.00,72.00,0.99,3.06,0.68,10.50,5.00
5.90,0.24,0.34,2.00,0.04,40.00,108.00,0.99,3.19,0.50,12.30,6.00
5.30,0.33,0.30,1.20,0.05,25.00,119.00,0.99,3.32,0.62,11.30,6.00
6.40,0.21,0.21,5.10,0.10,21.00,105.00,0.99,3.07,0.46,9.60,5.00
7.00,0.22,0.30,1.40,0.04,14.00,63.00,0.99,3.20,0.33,12.00,6.00
7.80,0.27,0.35,1.20,0.05,36.00,140.00,0.99,3.09,0.45,11.20,5.00
6.70,0.20,0.24,6.50,0.04,28.00,100.00,0.99,3.12,0.33,10.20,6.00
8.10,0.27,0.33,1.30,0.05,26.00,100.00,0.99,2.98,0.44,12.40,6.00
6.70,0.20,0.24,6.50,0.04,28.00,100.00,0.99,3.12,0.33,10.20,6.00
7.10,0.45,0.24,2.70,0.04,24.00,87.00,0.99,2.94,0.38,13.40,8.00
5.80,0.22,0.29,1.30,0.04,25.00,68.00,0.99,3.24,0.35,12.60,6.00
6.30,0.30,0.48,7.40,0.05,34.00,149.00,0.99,3.18,0.53,9.80,5.00
7.90,0.36,0.53,12.90,0.05,63.00,139.00,1.00,2.94,0.45,9.10,5.00
8.10,0.27,0.33,1.30,0.05,26.00,100.00,0.99,2.98,0.44,12.40,6.00
8.00,0.24,0.33,1.20,0.04,28.00,101.00,0.99,3.03,0.43,12.50,6.00
6.70,0.41,0.27,2.60,0.03,25.00,85.00,0.99,3.05,0.34,11.70,6.00
6.70,0.24,0.31,2.30,0.04,37.00,113.00,0.99,3.29,0.46,12.90,6.00
6.20,0.30,0.32,1.30,0.05,27.00,183.00,0.99,3.30,0.43,10.10,5.00
6.90,0.26,0.38,10.50,0.04,33.00,139.00,1.00,3.06,0.50,10.30,6.00
6.70,0.41,0.27,2.60,0.03,25.00,85.00,0.99,3.05,0.34,11.70,6.00
5.90,0.32,0.20,14.40,0.05,29.00,144.00,1.00,3.24,0.41,10.30,6.00
6.10,0.25,0.30,1.20,0.04,42.00,107.00,0.99,3.34,0.56,10.80,7.00
5.60,0.23,0.29,3.10,0.02,19.00,89.00,0.99,3.25,0.51,11.20,6.00
6.60,0.23,0.32,1.70,0.02,26.00,102.00,0.99,3.29,0.60,11.80,6.00
6.00,0.17,0.21,6.00,0.05,26.00,134.00,0.99,3.08,0.54,9.80,6.00
7.10,0.38,0.42,11.80,0.04,32.00,193.00,1.00,3.04,0.49,10.00,6.00
6.60,0.31,0.37,6.20,0.05,13.00,164.00,1.00,3.24,0.39,8.80,4.00
6.50,0.38,0.53,1.40,0.14,5.00,69.00,0.99,3.14,0.52,10.10,4.00
7.00,0.44,0.24,12.10,0.06,68.00,210.00,1.00,3.05,0.50,9.50,5.00
7.00,0.44,0.24,12.10,0.06,68.00,210.00,1.00,3.05,0.50,9.50,5.00
7.00,0.44,0.24,12.10,0.06,68.00,210.00,1.00,3.05,0.50,9.50,5.00
6.10,0.38,0.14,3.90,0.06,27.00,113.00,0.99,3.07,0.34,9.20,4.00
8.00,0.33,0.32,4.60,0.04,31.00,180.00,0.99,2.92,0.74,12.20,6.00
7.00,0.44,0.24,12.10,0.06,68.00,210.00,1.00,3.05,0.50,9.50,5.00
6.00,0.19,0.29,1.20,0.05,29.00,92.00,0.99,3.22,0.53,11.30,6.00
6.30,0.28,0.34,8.10,0.04,44.00,129.00,0.99,3.26,0.29,12.10,6.00
6.10,0.38,0.14,3.90,0.06,27.00,113.00,0.99,3.07,0.34,9.20,4.00
5.30,0.43,0.11,1.10,0.03,6.00,51.00,0.99,3.51,0.48,11.20,4.00
5.40,0.22,0.35,6.50,0.03,26.00,87.00,0.99,3.29,0.44,12.50,7.00
6.20,0.35,0.27,10.10,0.06,38.00,187.00,0.99,3.31,0.56,10.60,5.00
5.60,0.26,0.57,10.70,0.06,66.00,171.00,0.99,3.25,0.61,10.40,7.00
5.20,0.20,0.27,3.20,0.05,16.00,93.00,0.99,3.44,0.53,10.10,7.00
6.20,0.29,0.23,12.40,0.05,33.00,201.00,1.00,3.11,0.56,9.90,6.00
6.30,0.26,0.25,5.20,0.05,11.00,133.00,0.99,2.97,0.68,11.00,6.00
6.00,0.22,0.23,5.00,0.05,10.00,122.00,0.99,2.94,0.63,10.00,6.00
7.50,0.35,0.37,2.50,0.07,29.00,89.00,0.99,3.14,0.42,12.70,6.00
6.60,0.39,0.28,9.20,0.04,10.00,92.00,0.99,3.07,0.35,12.10,6.00
6.30,0.23,0.33,6.90,0.05,23.00,118.00,0.99,3.23,0.46,10.40,6.00
6.30,0.22,0.30,2.00,0.05,23.00,120.00,0.99,3.24,0.47,10.40,6.00
6.40,0.29,0.18,15.00,0.04,21.00,116.00,1.00,3.14,0.50,9.20,5.00
6.40,0.29,0.18,15.00,0.04,21.00,116.00,1.00,3.14,0.50,9.20,5.00
7.50,0.23,0.30,1.20,0.03,27.00,80.00,0.99,3.05,0.68,10.50,5.00
6.40,0.29,0.18,15.00,0.04,21.00,116.00,1.00,3.14,0.50,9.20,5.00
5.70,0.28,0.36,1.80,0.04,38.00,90.00,0.99,3.27,0.98,11.90,7.00
6.50,0.26,0.24,10.80,0.04,47.00,130.00,1.00,3.08,0.40,10.10,6.00
6.40,0.27,0.29,3.90,0.03,62.00,140.00,0.99,3.10,0.59,11.10,6.00
5.90,0.22,0.29,4.20,0.04,69.00,144.00,0.99,3.13,0.74,10.80,7.00
6.80,0.26,0.26,2.00,0.02,23.50,72.00,0.99,3.16,0.47,11.80,6.00
7.60,0.36,0.48,13.50,0.04,44.00,116.00,1.00,3.04,0.48,9.20,5.00
7.60,0.35,0.47,13.30,0.04,42.00,116.00,1.00,3.04,0.50,9.20,5.00
5.70,0.18,0.26,2.20,0.02,21.00,95.00,0.99,3.07,0.54,12.30,6.00
6.60,0.36,0.47,1.40,0.15,26.00,124.00,0.99,3.09,0.56,10.10,6.00
5.90,0.14,0.20,1.60,0.04,26.00,114.00,0.99,3.25,0.45,11.40,6.00
5.50,0.23,0.19,2.20,0.04,39.00,161.00,0.99,3.19,0.43,10.40,6.00
6.70,0.11,0.26,14.80,0.05,44.00,95.00,1.00,3.20,0.35,9.80,6.00
7.00,0.24,0.24,1.80,0.05,29.00,91.00,0.99,3.30,0.43,9.90,6.00
6.70,0.11,0.26,14.80,0.05,44.00,95.00,1.00,3.20,0.35,9.80,6.00
5.30,0.47,0.10,1.30,0.04,11.00,74.00,0.99,3.48,0.54,11.20,4.00
7.50,0.29,0.24,9.90,0.06,25.00,115.00,1.00,3.15,0.46,10.90,5.00
6.00,0.33,0.26,5.10,0.05,16.00,119.00,0.99,3.15,0.41,9.20,5.00
6.00,0.33,0.26,5.10,0.05,16.00,119.00,0.99,3.15,0.41,9.20,5.00
5.80,0.32,0.23,1.50,0.03,39.00,121.00,0.99,2.96,0.35,12.00,5.00
5.80,0.30,0.23,1.50,0.03,37.00,121.00,0.99,2.96,0.34,12.10,6.00
3.80,0.31,0.02,11.10,0.04,20.00,114.00,0.99,3.75,0.44,12.40,6.00
6.20,0.36,0.22,5.25,0.04,44.00,145.00,0.99,3.22,0.40,11.20,6.00
6.00,0.31,0.27,2.30,0.04,19.00,120.00,0.99,3.32,0.41,12.70,7.00
6.90,0.52,0.54,7.90,0.04,23.00,169.00,0.99,3.26,0.47,12.20,6.00
7.00,0.55,0.05,8.00,0.04,19.00,164.00,0.99,3.26,0.46,12.20,6.00
5.80,0.20,0.16,1.40,0.04,44.00,99.00,0.99,3.23,0.37,12.20,6.00
6.20,0.36,0.22,5.25,0.04,44.00,145.00,0.99,3.22,0.40,11.20,6.00
6.00,0.31,0.27,2.30,0.04,19.00,120.00,0.99,3.32,0.41,12.70,7.00
6.00,0.29,0.27,2.30,0.04,20.00,117.00,0.99,3.31,0.41,12.70,7.00
5.70,0.22,0.29,3.50,0.04,27.00,146.00,0.99,3.17,0.36,12.10,6.00
7.10,0.46,0.23,13.70,0.05,44.00,192.00,1.00,3.11,0.53,9.40,5.00
6.60,0.21,0.30,9.90,0.04,64.00,174.00,1.00,3.07,0.50,10.10,6.00
6.90,0.42,0.20,15.40,0.04,57.00,201.00,1.00,3.08,0.54,9.40,5.00
5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6.00
5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6.00
5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6.00
5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6.00
5.20,0.31,0.20,2.40,0.03,27.00,117.00,0.99,3.56,0.45,13.00,7.00
7.20,0.22,0.35,5.50,0.05,37.00,183.00,0.99,3.08,0.50,10.30,5.00
5.60,0.18,0.29,2.30,0.04,5.00,47.00,0.99,3.07,0.45,10.10,4.00
6.20,0.24,0.27,16.80,0.04,48.00,129.00,1.00,3.23,0.38,10.50,6.00
5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6.00
5.70,0.26,0.24,17.80,0.06,23.00,124.00,1.00,3.30,0.50,10.10,5.00
5.70,0.26,0.24,17.80,0.06,23.00,124.00,1.00,3.30,0.50,10.10,5.00
6.00,0.20,0.26,6.80,0.05,22.00,93.00,0.99,3.15,0.42,11.00,6.00
6.00,0.20,0.26,6.80,0.05,22.00,93.00,0.99,3.15,0.42,11.00,6.00
6.00,0.20,0.26,6.80,0.05,22.00,93.00,0.99,3.15,0.42,11.00,6.00
6.00,0.20,0.26,6.80,0.05,22.00,93.00,0.99,3.15,0.42,11.00,6.00
7.60,0.28,0.17,1.60,0.05,28.00,117.00,0.99,3.08,0.43,10.00,5.00
7.00,0.20,0.33,4.70,0.03,25.00,76.00,0.99,2.88,0.54,10.50,6.00
6.60,0.26,0.27,11.80,0.05,28.00,112.00,1.00,2.87,0.49,9.70,6.00
5.70,0.26,0.24,17.80,0.06,23.00,124.00,1.00,3.30,0.50,10.10,5.00
7.20,0.21,0.36,15.70,0.05,68.00,183.00,1.00,3.25,0.76,9.40,5.00
6.90,0.22,0.32,5.80,0.04,20.00,119.00,0.99,3.17,0.55,11.20,6.00
7.20,0.21,0.36,15.70,0.05,68.00,183.00,1.00,3.25,0.76,9.40,5.00
7.40,0.22,0.28,9.00,0.05,22.00,121.00,0.99,3.10,0.55,10.80,5.00
7.20,0.21,0.36,15.70,0.05,68.00,183.00,1.00,3.25,0.76,9.40,5.00
6.90,0.22,0.32,5.80,0.04,20.00,119.00,0.99,3.17,0.55,11.20,6.00
7.00,0.20,0.35,8.80,0.04,31.00,103.00,0.99,3.13,0.49,11.00,6.00
5.60,0.26,0.00,10.20,0.04,13.00,111.00,0.99,3.44,0.46,12.40,6.00
6.30,0.28,0.30,6.60,0.21,60.00,154.00,0.99,3.10,0.40,9.40,6.00
6.40,0.29,0.30,6.50,0.21,62.00,156.00,0.99,3.10,0.40,9.40,5.00
7.20,0.34,0.23,8.90,0.11,22.00,155.00,1.00,3.01,0.58,9.50,5.00
7.10,0.39,0.39,11.10,0.03,25.00,204.00,1.00,3.05,0.52,10.00,6.00
6.90,0.26,0.29,4.20,0.04,33.00,114.00,0.99,3.16,0.31,12.50,6.00
6.10,0.24,0.25,1.60,0.04,24.00,115.00,0.99,3.39,0.59,10.90,6.00
5.90,0.25,0.24,7.40,0.04,21.00,113.00,0.99,3.38,0.58,10.50,6.00
6.10,0.24,0.27,11.50,0.05,51.00,133.00,0.99,3.22,0.37,10.80,6.00
6.50,0.22,0.27,1.60,0.04,36.00,116.00,0.99,3.38,0.57,11.00,7.00
6.20,0.26,0.29,2.00,0.04,16.00,87.00,0.99,3.33,0.61,11.80,6.00
6.60,0.34,0.25,4.80,0.04,16.00,121.00,0.99,3.36,0.71,12.60,6.00
5.60,0.23,0.24,9.80,0.05,59.00,140.00,1.00,3.17,0.39,10.20,6.00
7.10,0.23,0.28,1.90,0.05,33.00,103.00,0.99,3.12,0.31,12.00,5.00
6.90,0.26,0.29,4.20,0.04,33.00,114.00,0.99,3.16,0.31,12.50,6.00
6.40,0.27,0.30,1.60,0.04,19.00,86.00,0.99,3.32,0.65,11.50,6.00
6.30,0.41,0.22,7.30,0.04,23.00,117.00,0.99,3.20,0.39,11.94,7.00
6.70,0.41,0.24,5.40,0.04,33.00,115.00,0.99,3.12,0.44,12.89,7.00
7.20,0.59,0.20,10.40,0.09,17.00,94.00,1.00,3.13,0.40,9.40,5.00
6.70,0.34,0.26,1.90,0.04,58.00,138.00,0.99,3.00,0.47,12.20,7.00
6.30,0.41,0.22,7.30,0.04,23.00,117.00,0.99,3.20,0.39,11.94,7.00
6.70,0.41,0.24,5.40,0.04,33.00,115.00,0.99,3.12,0.44,12.89,7.00
6.40,0.26,0.35,7.70,0.06,45.00,191.00,1.00,3.16,0.50,9.50,5.00
6.30,0.28,0.22,11.50,0.04,27.00,150.00,0.99,3.00,0.33,10.60,6.00
7.40,0.16,0.33,1.20,0.04,47.00,121.00,0.99,3.04,0.68,10.50,7.00
8.40,0.27,0.30,2.20,0.04,36.00,129.00,0.99,2.89,0.30,11.47,6.00
5.90,0.20,0.28,1.00,0.04,45.00,100.00,0.99,3.40,0.41,11.40,6.00
6.40,0.24,0.26,8.20,0.05,47.00,182.00,1.00,3.12,0.50,9.50,5.00
7.40,0.38,0.34,8.30,0.05,44.00,168.00,1.00,3.11,0.52,9.20,5.00
6.40,0.24,0.26,8.20,0.05,47.00,182.00,1.00,3.12,0.50,9.50,5.00
6.40,0.42,0.19,9.30,0.04,28.00,145.00,0.99,3.23,0.53,10.98,5.00
6.40,0.23,0.26,8.10,0.05,47.00,181.00,1.00,3.12,0.49,9.40,5.00
6.40,0.24,0.26,8.20,0.05,47.00,182.00,1.00,3.12,0.50,9.50,5.00
7.40,0.38,0.34,8.30,0.05,44.00,168.00,1.00,3.11,0.52,9.20,5.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
6.80,0.24,0.29,2.00,0.04,15.00,96.00,0.99,3.23,0.64,10.40,8.00
7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8.00
7.40,0.27,0.52,15.70,0.05,36.00,139.00,1.00,3.04,0.62,10.03,6.00
5.70,0.28,0.35,1.20,0.05,39.00,141.00,0.99,3.44,0.69,11.30,6.00
5.80,0.22,0.25,1.50,0.02,21.00,109.00,0.99,3.37,0.58,10.40,6.00
6.70,0.27,0.69,1.20,0.18,36.00,106.00,0.99,2.96,0.43,9.20,6.00
7.10,0.20,0.35,3.20,0.03,21.00,107.00,0.99,3.11,0.54,11.10,6.00
6.70,0.27,0.69,1.20,0.18,36.00,106.00,0.99,2.96,0.43,9.20,6.00
7.10,0.23,0.30,2.60,0.03,62.00,148.00,0.99,3.03,0.56,11.30,7.00
7.60,0.31,0.52,13.20,0.04,61.00,148.00,1.00,2.98,0.47,9.10,6.00
7.20,0.34,0.28,10.40,0.11,43.00,187.00,1.00,2.96,0.57,9.40,5.00
7.00,0.36,0.25,5.70,0.02,14.00,73.00,0.99,2.82,0.59,13.20,6.00
6.40,0.31,0.28,2.50,0.04,34.00,137.00,0.99,3.22,0.38,12.70,6.00
7.30,0.28,0.35,1.60,0.05,31.00,148.00,0.99,3.18,0.47,10.70,5.00
7.40,0.16,0.30,1.40,0.06,34.00,166.00,0.99,3.11,0.42,11.43,6.00
6.40,0.31,0.27,7.40,0.05,48.00,169.00,0.99,3.27,0.45,11.10,6.00
6.40,0.31,0.28,2.50,0.04,34.00,137.00,0.99,3.22,0.38,12.70,6.00
6.20,0.29,0.29,5.60,0.05,35.00,178.00,0.99,3.25,0.51,10.53,5.00
5.90,0.28,0.34,3.60,0.04,50.00,194.00,0.99,3.31,0.52,11.60,6.00
6.50,0.23,0.20,7.50,0.05,44.00,179.00,1.00,3.18,0.48,9.53,5.00
7.20,0.34,0.20,5.80,0.06,52.00,203.00,0.99,3.17,0.44,9.80,6.00
7.30,0.28,0.35,1.60,0.05,31.00,148.00,0.99,3.18,0.47,10.70,5.00
6.50,0.20,0.33,1.50,0.04,36.00,110.00,0.99,3.22,0.65,12.00,6.00
6.20,0.24,0.27,2.90,0.04,30.00,123.00,0.99,3.12,0.37,12.80,6.00
7.10,0.31,0.25,11.20,0.05,32.00,136.00,1.00,3.14,0.40,9.50,5.00
6.40,0.29,0.21,9.65,0.04,36.00,119.00,0.99,2.99,0.34,10.93,6.00
6.30,0.19,0.33,10.10,0.06,63.00,133.00,1.00,2.86,0.41,9.10,5.00
5.90,0.29,0.28,3.20,0.04,16.00,117.00,0.99,3.26,0.42,12.60,6.00
7.10,0.31,0.25,11.20,0.05,32.00,136.00,1.00,3.14,0.40,9.50,5.00
6.50,0.30,0.28,11.45,0.04,29.00,109.00,0.99,2.98,0.30,10.90,6.00
6.40,0.29,0.21,9.65,0.04,36.00,119.00,0.99,2.99,0.34,10.93,6.00
6.50,0.22,0.19,4.50,0.10,16.00,115.00,0.99,3.02,0.44,9.60,5.00
7.00,0.23,0.28,2.70,0.05,16.00,92.00,0.99,3.18,0.56,9.30,5.00
7.10,0.23,0.23,3.50,0.04,23.00,112.00,0.99,3.05,0.37,11.37,6.00
6.10,0.26,0.28,1.70,0.04,24.00,98.00,0.99,3.14,0.44,12.50,6.00
6.40,0.35,0.21,2.10,0.05,46.00,171.00,0.99,3.16,0.50,9.50,5.00
6.00,0.32,0.32,4.80,0.04,40.00,186.00,0.99,3.22,0.54,11.00,6.00
6.10,0.34,0.21,5.00,0.04,17.00,133.00,0.99,3.02,0.53,9.40,5.00
6.50,0.13,0.27,2.60,0.04,32.00,76.00,0.99,3.21,0.76,11.33,6.00
6.50,0.32,0.20,6.60,0.04,9.00,126.00,0.99,2.94,0.51,8.80,5.00
6.10,0.34,0.21,5.00,0.04,17.00,133.00,0.99,3.02,0.53,9.40,5.00
5.70,0.31,0.29,7.30,0.05,33.00,143.00,0.99,3.31,0.50,11.07,6.00
6.40,0.30,0.27,5.00,0.06,27.00,151.00,0.99,3.22,0.49,12.20,6.00
7.00,0.24,0.26,1.70,0.04,31.00,110.00,0.99,3.20,0.53,11.00,6.00
6.50,0.13,0.27,2.60,0.04,32.00,76.00,0.99,3.21,0.76,11.33,6.00
6.40,0.26,0.21,8.20,0.05,51.00,182.00,1.00,3.23,0.48,9.50,5.00
6.40,0.26,0.21,8.20,0.05,51.00,182.00,1.00,3.23,0.48,9.50,5.00
6.00,0.27,0.31,5.00,0.04,54.00,170.00,0.99,3.28,0.52,11.00,6.00
7.10,0.21,0.33,1.20,0.04,34.00,97.00,0.99,3.11,0.75,11.20,6.00
6.70,0.26,0.29,7.10,0.04,28.00,100.00,1.00,3.08,0.36,9.30,6.00
6.30,0.28,0.22,9.50,0.04,30.00,111.00,0.99,3.05,0.31,10.80,4.00
6.20,0.25,0.44,15.80,0.06,39.00,167.00,1.00,3.14,0.51,9.20,5.00
7.30,0.22,0.37,15.50,0.05,70.00,203.00,1.00,3.25,0.77,9.40,5.00
6.20,0.25,0.44,15.80,0.06,39.00,167.00,1.00,3.14,0.51,9.20,5.00
6.40,0.18,0.28,17.05,0.05,53.00,139.00,1.00,3.25,0.35,10.50,6.00
6.30,0.20,0.26,12.70,0.05,60.00,143.00,1.00,3.26,0.35,10.80,6.00
6.60,0.24,0.22,12.30,0.05,35.00,146.00,1.00,3.10,0.67,9.40,5.00
7.40,0.27,0.26,11.80,0.05,55.00,173.00,1.00,3.11,0.60,9.80,5.00
7.40,0.27,0.26,11.80,0.05,55.00,173.00,1.00,3.11,0.60,9.80,5.00
7.40,0.27,0.26,11.80,0.05,55.00,173.00,1.00,3.11,0.60,9.80,5.00
6.60,0.24,0.22,12.30,0.05,35.00,146.00,1.00,3.10,0.67,9.40,5.00
7.40,0.27,0.26,11.80,0.05,55.00,173.00,1.00,3.11,0.60,9.80,5.00
7.10,0.38,0.29,13.60,0.04,30.00,137.00,0.99,3.02,0.96,12.10,6.00
6.80,0.43,0.26,5.20,0.04,40.00,176.00,0.99,3.17,0.41,12.30,6.00
5.20,0.22,0.46,6.20,0.07,41.00,187.00,0.99,3.19,0.42,9.73,5.00
5.90,0.29,0.16,7.90,0.04,48.00,197.00,1.00,3.21,0.36,9.40,5.00
5.90,0.29,0.16,7.90,0.04,48.00,197.00,1.00,3.21,0.36,9.40,5.00
6.30,0.29,0.29,3.30,0.04,32.00,140.00,0.99,3.17,0.36,12.80,7.00
6.30,0.19,0.32,2.80,0.05,18.00,80.00,0.99,2.92,0.47,11.05,6.00
5.70,0.29,0.16,7.90,0.04,48.00,197.00,1.00,3.21,0.36,9.40,5.00
6.30,0.29,0.29,3.30,0.04,32.00,140.00,0.99,3.17,0.36,12.80,7.00
5.70,0.24,0.47,6.30,0.07,35.00,182.00,0.99,3.11,0.46,9.73,5.00
5.80,0.30,0.38,4.90,0.04,22.00,86.00,0.99,3.23,0.58,13.10,7.00
7.10,0.27,0.27,10.40,0.04,26.00,114.00,0.99,3.04,0.52,11.50,7.00
5.80,0.30,0.38,4.90,0.04,22.00,86.00,0.99,3.23,0.58,13.10,7.00
7.10,0.27,0.27,10.40,0.04,26.00,114.00,0.99,3.04,0.52,11.50,7.00
6.30,0.31,0.22,16.00,0.06,26.00,141.00,1.00,3.08,0.50,9.10,5.00
5.70,0.24,0.47,6.30,0.07,35.00,182.00,0.99,3.11,0.46,9.75,5.00
6.20,0.22,0.28,2.20,0.04,24.00,125.00,0.99,3.19,0.48,10.50,6.00
6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6.00
6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6.00
6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6.00
6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6.00
6.20,0.22,0.28,2.20,0.04,24.00,125.00,0.99,3.19,0.48,10.50,6.00
6.20,0.22,0.28,2.20,0.04,24.00,125.00,0.99,3.19,0.48,10.50,6.00
6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6.00
6.10,0.22,0.50,6.60,0.05,30.00,122.00,0.99,3.22,0.49,9.90,6.00
6.20,0.21,0.52,6.50,0.05,28.00,123.00,0.99,3.22,0.49,9.90,6.00
6.30,0.32,0.26,12.30,0.04,24.00,205.00,1.00,3.11,0.58,9.90,5.00
6.90,0.44,0.27,5.00,0.04,33.00,166.00,0.99,3.20,0.42,12.20,6.00
6.10,0.31,0.34,2.80,0.04,59.50,162.00,0.99,3.27,0.47,10.80,6.00
8.10,0.36,0.59,13.60,0.05,60.00,134.00,1.00,2.96,0.39,8.70,5.00
6.60,0.38,0.28,2.80,0.04,17.00,67.00,0.99,3.21,0.47,13.20,6.00
6.70,0.24,0.26,5.40,0.03,15.00,94.00,0.99,3.15,0.38,12.70,6.00
6.90,0.56,0.26,10.90,0.06,55.00,193.00,1.00,3.21,0.44,9.40,5.00
7.20,0.24,0.24,1.70,0.05,18.00,161.00,0.99,3.25,0.53,11.20,6.00
6.50,0.29,0.30,9.15,0.05,25.00,166.00,0.99,3.24,0.56,11.33,6.00
6.70,0.28,0.28,4.50,0.05,14.00,92.00,0.99,3.36,0.58,11.90,6.00
6.50,0.29,0.30,9.15,0.05,25.00,166.00,0.99,3.24,0.56,11.35,6.00
6.10,0.21,0.19,1.40,0.05,51.00,131.00,0.99,3.22,0.39,10.50,5.00
7.20,0.47,0.16,5.90,0.05,14.00,125.00,0.99,3.09,0.49,9.80,5.00
6.70,0.34,0.31,16.40,0.05,20.00,146.00,1.00,3.06,0.54,9.10,5.00
6.60,0.27,0.25,1.20,0.03,36.00,111.00,0.99,3.16,0.37,12.40,6.00
6.70,0.34,0.31,16.40,0.05,20.00,146.00,1.00,3.06,0.54,9.10,5.00
